plot,group,measure,x_variable,id,scale,x,y,title,author,journal,search,population,region,survey.freq,ecosystem,continent,kingdom,major.group,species.names,common.name,longevity.yrs,time.series.length,time.series.period,years.surveyed,completeness.full,completeness.10yrs,class
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),23,8.113879004,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),24,4.270462633451963,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),25,17.79359430604983,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),26,17.081850533807827,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),27,12.384341637010682,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),28,11.814946619217089,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),29,6.975088967971537,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),30,6.975088967971537,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),31,2.989323843416379,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),32,4.555160142348761,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),33,3.843416370106773,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),34,5.978647686832748,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),35,6.548042705,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),36,7.686832740213532,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),37,7.117437722419936,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),38,4.697508897,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),39,13.096085409252677,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),40,13.380782918149468,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),41,9.252669039145914,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),42,5.266903914590756,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),43,8.113879004,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),44,4.128113879003564,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),45,4.982206405693958,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),46,4.270462633451963,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),47,5.836298932384352,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),48,3.558718861209975,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),49,2.277580071174384,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),50,2.135231316725985,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),51,2.8469750889679766,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),52,2.419928825622783,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),53,2.989323843416379,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),54,2.8469750889679766,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),55,2.419928825622783,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),56,2.135231316725985,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),57,5.409252669039152,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),58,5.551601423487554,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),59,2.5622775800711786,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),60,2.419928825622783,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),61,1.565836298932389,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),62,2.135231316725985,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),63,2.5622775800711786,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),64,2.135231316725985,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
051_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.5.jpg,1,CPUE,Time (yrs),,(n/hr),65,1.850533807829187,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Passer domesticus,House Sparrow,19.9,65,"(1, 65)",65,1,1,"boom &
bust"
052_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.6.jpg,1,CPUE,Time (yrs),,(n/hr),1,0.13559322033898308,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Garrulax canorus,Hwamei,8.835,51,"(1, 51)",51,1,1,"boom &
bust"
052_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.6.jpg,1,CPUE,Time (yrs),,(n/hr),2,0.002711864,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Garrulax canorus,Hwamei,8.835,51,"(1, 51)",51,1,1,"boom &
bust"
052_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.6.jpg,1,CPUE,Time (yrs),,(n/hr),3,0.002711864,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Garrulax canorus,Hwamei,8.835,51,"(1, 51)",51,1,1,"boom &
bust"
052_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.6.jpg,1,CPUE,Time (yrs),,(n/hr),4,0.09220339,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Garrulax canorus,Hwamei,8.835,51,"(1, 51)",51,1,1,"boom &
bust"
052_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.6.jpg,1,CPUE,Time (yrs),,(n/hr),5,0.037966102,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Garrulax canorus,Hwamei,8.835,51,"(1, 51)",51,1,1,"boom &
bust"
052_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.6.jpg,1,CPUE,Time (yrs),,(n/hr),6,0.002711864,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Garrulax canorus,Hwamei,8.835,51,"(1, 51)",51,1,1,"boom &
bust"
052_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.6.jpg,1,CPUE,Time (yrs),,(n/hr),7,0.043389831,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Garrulax canorus,Hwamei,8.835,51,"(1, 51)",51,1,1,"boom &
bust"
052_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.6.jpg,1,CPUE,Time (yrs),,(n/hr),8,0.002711864,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Garrulax canorus,Hwamei,8.835,51,"(1, 51)",51,1,1,"boom &
bust"
052_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.6.jpg,1,CPUE,Time (yrs),,(n/hr),9,0.010847457627118584,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Garrulax canorus,Hwamei,8.835,51,"(1, 51)",51,1,1,"boom &
bust"
052_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.6.jpg,1,CPUE,Time (yrs),,(n/hr),10,0.2522033898305085,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Garrulax canorus,Hwamei,8.835,51,"(1, 51)",51,1,1,"boom &
bust"
052_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.6.jpg,1,CPUE,Time (yrs),,(n/hr),11,0.043389831,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Garrulax canorus,Hwamei,8.835,51,"(1, 51)",51,1,1,"boom &
bust"
052_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.6.jpg,1,CPUE,Time (yrs),,(n/hr),12,0.002711864,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Garrulax canorus,Hwamei,8.835,51,"(1, 51)",51,1,1,"boom &
bust"
052_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.6.jpg,1,CPUE,Time (yrs),,(n/hr),13,0.5559322033898305,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Garrulax canorus,Hwamei,8.835,51,"(1, 51)",51,1,1,"boom &
bust"
052_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.6.jpg,1,CPUE,Time (yrs),,(n/hr),14,0.5830508474576273,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Garrulax canorus,Hwamei,8.835,51,"(1, 51)",51,1,1,"boom &
bust"
052_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.6.jpg,1,CPUE,Time (yrs),,(n/hr),15,0.4420338983050849,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Garrulax canorus,Hwamei,8.835,51,"(1, 51)",51,1,1,"boom &
bust"
052_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.6.jpg,1,CPUE,Time (yrs),,(n/hr),16,0.648135593,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Garrulax canorus,Hwamei,8.835,51,"(1, 51)",51,1,1,"boom &
bust"
052_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.6.jpg,1,CPUE,Time (yrs),,(n/hr),17,0.8813559322033899,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Garrulax canorus,Hwamei,8.835,51,"(1, 51)",51,1,1,"boom &
bust"
052_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.6.jpg,1,CPUE,Time (yrs),,(n/hr),18,0.6861016949152543,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Garrulax canorus,Hwamei,8.835,51,"(1, 51)",51,1,1,"boom &
bust"
052_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.6.jpg,1,CPUE,Time (yrs),,(n/hr),19,0.23322033898305083,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Garrulax canorus,Hwamei,8.835,51,"(1, 51)",51,1,1,"boom &
bust"
052_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.6.jpg,1,CPUE,Time (yrs),,(n/hr),20,0.2522033898305085,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Garrulax canorus,Hwamei,8.835,51,"(1, 51)",51,1,1,"boom &
bust"
052_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.6.jpg,1,CPUE,Time (yrs),,(n/hr),21,0.623728814,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Garrulax canorus,Hwamei,8.835,51,"(1, 51)",51,1,1,"boom &
bust"
052_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.6.jpg,1,CPUE,Time (yrs),,(n/hr),22,0.5803389830508476,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Garrulax canorus,Hwamei,8.835,51,"(1, 51)",51,1,1,"boom &
bust"
052_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.6.jpg,1,CPUE,Time (yrs),,(n/hr),23,0.13830508474576275,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Garrulax canorus,Hwamei,8.835,51,"(1, 51)",51,1,1,"boom &
bust"
052_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.6.jpg,1,CPUE,Time (yrs),,(n/hr),24,0.30372881355932213,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Garrulax canorus,Hwamei,8.835,51,"(1, 51)",51,1,1,"boom &
bust"
052_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.6.jpg,1,CPUE,Time (yrs),,(n/hr),25,0.15186440677966107,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Garrulax canorus,Hwamei,8.835,51,"(1, 51)",51,1,1,"boom &
bust"
052_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.6.jpg,1,CPUE,Time (yrs),,(n/hr),26,0.23593220338983056,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Garrulax canorus,Hwamei,8.835,51,"(1, 51)",51,1,1,"boom &
bust"
052_Aagaard&Lockwood_BiologicalInvasions_2016_SIFigA2.6.jpg,1,CPUE,Time (yrs),,(n/hr),27,0.2033898305084747,Severe and rapid population declines in exotic birds,(Aagaard & Lockwood 2016),Biological Invasions,Strayer SI,Y,Hawaii,Yearly,Terrestrial,Oceania,Animalia,Aves,Garrulax canorus,Hwamei,8.835,51,"(1, 51)",51,1,1,"boom &
bust"
